Area,Value,Room,Living,School,Year,Floor
87,160,2,1,1,2005,19
87,160,2,1,1,2005,19
87,270,2,1,1,2005,20
87,295,1,2,0,2005,18
87,299,1,2,0,2005,18
87,299,1,2,0,2005,18
87,299,1,2,0,2005,18
87,299,1,2,0,2005,18
87,320,2,1,1,2005,13
87,390,2,2,1,2005,18
87,390,2,2,1,2005,18
88,460,2,2,0,2005,18
88,460,2,2,0,2005,18
88,481,1,2,0,2005,19
89,165,2,1,0,2005,17
89,165,2,1,0,2005,17
89,170,2,2,1,2005,5
89,170,2,2,1,2005,5
89,218,2,1,0,2005,6
89,226,2,2,1,2005,10
89,255,2,1,1,2005,6
89,315,2,1,0,2005,16
89,450,2,2,1,2005,27
90,190,2,2,1,2005,11
90,225,2,1,1,2005,20
90,280,2,1,1,2005,4
90,280,2,1,1,2005,27
90,280,2,1,1,2005,27
90,285,2,1,0,2005,20
90,390,2,2,1,2005,20
90,390,2,2,1,2005,20
90,390,2,2,1,2005,20
90,395,2,2,0,2005,14
90,395,2,2,0,2005,14
90,440,3,1,0,2005,16
90,480,2,2,0,2005,16
90,490,2,1,1,2005,17
90,490,2,1,1,2005,17
91,179,2,2,1,2005,6
91,179,2,2,1,2005,6
91,195,2,2,1,2005,9
91,195,2,2,1,2005,9
91,195,2,2,1,2005,14
91,195,2,2,1,2005,14
91,220,2,1,1,2005,28
91,230,3,1,0,2005,6
91,255,2,1,0,2005,27
91,312,2,1,0,2005,12
91,398,2,2,1,2005,18
91,520,2,2,1,2005,14
91,520,2,2,1,2005,14
92,300,2,1,1,2005,4
93,262,2,1,0,2005,11
93,262,2,1,0,2005,11
93,262,2,1,0,2005,11
93,300,2,1,0,2005,21
93,300,2,1,0,2005,21
93,323,2,2,1,2005,1
93,344,2,1,1,2005,21
93,365,2,1,0,2005,16
93,365,2,1,0,2005,16
93,365,2,1,0,2005,16
94,200,2,1,0,2005,21
94,213,2,2,0,2005,6
94,230,2,1,0,2005,6
94,230,2,1,0,2005,6
94,237,2,2,0,2005,10
94,248,2,2,0,2005,10
94,355,2,1,1,2005,16
94,395,2,2,1,2005,28
94,395,2,2,1,2005,28
95,210,2,1,1,2005,15
95,235,2,1,0,2005,16
95,355,2,2,0,2005,13
95,360,2,1,1,2005,24
95,360,2,1,1,2005,24
95,510,2,2,1,2005,28
95,510,2,2,1,2005,28
95,510,2,2,1,2005,28
96,210,2,2,0,2005,12
96,210,2,2,0,2005,12
96,210,2,2,0,2005,12
96,277,2,1,1,2005,6
96,277,2,1,1,2005,6
96,277,2,1,1,2005,6
96,300,2,1,1,2005,20
96,335,2,2,0,2005,28
96,335,2,2,0,2005,28
96,340,2,1,0,2005,28
96,340,2,1,0,2005,28
96,370,2,1,1,2005,15
96,380,2,1,1,2005,24
96,400,2,1,1,2005,6
97,195,2,2,1,2005,12
97,195,2,2,1,2005,12
97,204,2,1,1,2005,8
97,204,2,2,0,2005,15
97,253,2,1,1,2005,5
97,253,2,1,1,2005,5
97,330,2,1,1,2005,6
98,220,2,1,0,2005,6
98,220,2,1,0,2005,6
98,220,2,1,0,2005,6
98,220,2,1,0,2005,6
98,220,2,1,0,2005,6
98,240,2,2,1,2005,15
98,245,2,2,0,2005,6
98,245,2,2,0,2005,6
98,280,2,1,0,2005,6
98,280,2,1,0,2005,6
98,280,2,1,1,2005,7
98,300,2,1,1,2005,21
98,450,2,1,0,2005,20
98,450,2,1,1,2005,17
98,450,2,1,1,2005,17
98,470,2,2,0,2005,20
99,288,2,2,0,2005,28
99,288,2,2,0,2005,28
99,330,2,1,1,2005,11
99,340,2,1,0,2005,20
99,388,2,2,1,2005,18
99,388,2,2,1,2005,18
99,439,2,2,1,2005,26
99,500,2,2,1,2005,21
100,185,2,2,1,2005,16
100,185,2,2,1,2005,16
100,195,2,2,1,2005,11
100,270,2,2,0,2005,28
100,280,2,2,1,2005,6
100,280,2,2,1,2005,28
100,290,2,1,1,2005,24
100,300,2,1,1,2005,20
100,315,2,1,1,2005,24
100,315,2,1,1,2005,24
100,320,2,1,0,2005,23
100,320,2,1,0,2005,23
100,320,2,1,1,2005,24
100,396,2,1,1,2005,23
100,396,2,1,1,2005,23
100,396,2,1,1,2005,23
100,396,2,1,1,2005,23
100,430,3,2,0,2005,8
100,850,2,2,1,2005,16
100,850,2,2,1,2005,16
101,470,2,1,0,2005,20
101,470,2,1,0,2005,20
102,283,2,2,1,2005,20
102,340,2,1,0,2005,23
102,340,2,1,0,2005,23
103,288,2,1,1,2005,6
103,350,2,2,0,2005,26
104,225,2,1,1,2005,11
104,370,2,1,0,2005,28
104,370,2,1,0,2005,28
104,370,2,1,0,2005,28
104,370,2,1,0,2005,28
104,395,2,2,1,2005,11
104,395,2,2,1,2005,11
104,540,2,2,0,2005,20
104,540,2,2,0,2005,20
104,690,2,1,1,2005,19
104,830,2,1,1,2005,16
104,830,2,1,1,2005,16
105,205,2,2,1,2005,12
105,205,2,2,1,2005,12
105,240,2,1,1,2005,28
105,240,2,1,1,2005,28
106,390,2,2,1,2005,20
106,520,2,1,1,2005,15
107,236,2,2,0,2005,13
107,310,2,2,1,2005,17
107,420,2,2,1,2005,10
108,259,3,2,1,2005,18
108,259,3,2,1,2005,18
108,259,3,2,1,2005,18
108,265,3,2,1,2005,18
108,330,2,1,1,2005,26
108,365,2,2,1,2005,18
108,420,2,1,0,2005,24
108,560,2,2,1,2005,30
109,180,2,2,1,2005,6
109,250,2,2,1,2005,11
109,345,2,2,1,2005,15
109,400,2,1,1,2005,22
109,400,2,1,1,2005,22
109,400,2,1,1,2005,22
109,435,2,1,1,2005,6
110,320,2,2,0,2005,15
110,320,2,2,0,2005,15
110,320,2,2,0,2005,15
110,320,2,2,0,2005,15
111,218,2,2,1,2005,12
111,218,2,2,1,2005,12
111,285,3,2,1,2005,10
111,292,2,2,0,2005,11
111,292,2,2,0,2005,11
111,292,2,2,0,2005,11
111,380,3,2,1,2005,18
111,380,3,2,1,2005,18
111,462,2,2,1,2005,26
112,195,2,2,0,2005,6
112,369,2,1,1,2005,28
112,430,2,1,0,2005,13
112,470,3,2,1,2005,21
113,290,3,2,0,2005,15
113,290,3,2,0,2005,15
113,300,3,2,0,2005,20
113,300,3,2,0,2005,20
113,550,2,2,1,2005,15
113,550,2,2,1,2005,15
113,550,2,2,1,2005,15
113,560,2,2,1,2005,16
114,180,3,2,0,2005,6
114,410,2,2,0,2005,22
114,440,3,2,0,2005,16
115,500,2,2,1,2005,28
115,645,2,2,0,2005,31
116,395,2,2,1,2005,16
116,395,2,2,1,2005,16
116,425,3,2,1,2005,24
117,259,3,2,1,2005,11
117,585,3,2,0,2005,17
117,755,2,1,1,2005,19
118,400,2,2,0,2005,12
119,265,2,2,1,2005,16
119,280,2,1,0,2005,16
119,280,2,1,0,2005,16
119,280,2,1,0,2005,16
119,280,2,1,0,2005,16
119,280,2,1,0,2005,16
119,299,3,1,1,2005,6
119,299,3,1,1,2005,6
119,300,3,2,0,2005,21
119,300,3,2,0,2005,21
119,310,3,1,0,2005,21
119,310,3,1,0,2005,21
119,880,2,2,1,2005,16
120,208,2,1,1,2005,19
120,208,2,1,1,2005,19
120,255,1,1,0,2005,28
120,255,1,1,0,2005,28
120,680,2,2,1,2005,9
120,680,2,2,1,2005,9
120,680,2,2,1,2005,9
120,930,2,2,1,2005,16
121,245,3,2,0,2005,6
121,375,3,2,0,2005,5
121,560,3,2,1,2005,21
122,252,2,2,0,2005,6
122,260,3,2,1,2005,12
122,260,3,2,1,2005,12
122,378,2,1,1,2005,6
123,265,3,1,1,2005,12
124,480,3,2,1,2005,5
124,741,3,2,1,2005,22
125,270,3,2,1,2005,12
125,270,3,2,1,2005,12
125,270,3,2,1,2005,12
125,298,3,2,1,2005,6
125,500,3,1,1,2005,23
125,700,2,2,0,2005,16
126,210,2,2,1,2005,11
126,372,3,2,1,2005,12
126,372,3,2,1,2005,12
127,318,3,2,0,2005,12
127,340,3,2,1,2005,9
127,470,3,2,0,2005,21
128,260,2,2,1,2005,5
128,510,2,2,0,2005,18
129,278,2,2,0,2005,16
129,285,2,2,1,2005,16
129,588,3,2,1,2005,5
129,588,3,2,1,2005,5
130,275,3,1,0,2005,7
130,300,3,2,1,2005,6
130,300,3,2,1,2005,6
130,300,3,2,1,2005,6
130,398,3,2,1,2005,11
130,398,3,2,1,2005,11
130,398,3,2,1,2005,11
130,580,2,2,0,2005,31
130,800,3,2,1,2005,19
131,465,3,1,1,2005,15
131,465,3,1,1,2005,15
131,700,3,2,1,2005,15
132,285,3,2,1,2005,6
132,340,3,2,1,2005,5
132,350,3,2,1,2005,9
132,350,3,2,1,2005,9
133,480,2,2,0,2005,22
133,550,3,2,1,2005,18
133,550,3,2,1,2005,18
135,320,3,2,1,2005,12
135,390,3,2,0,2005,2
135,390,3,2,0,2005,2
135,390,3,2,0,2005,2
135,630,3,2,0,2005,20
136,305,3,2,1,2005,5
136,305,3,2,1,2005,5
136,530,3,2,0,2005,21
137,270,3,2,1,2005,6
137,270,3,2,1,2005,6
138,320,3,2,1,2005,6
138,320,3,2,1,2005,6
138,320,3,2,1,2005,6
138,720,2,2,1,2005,2
138,720,2,2,1,2005,2
139,325,3,1,1,2005,6
139,365,3,2,1,2005,14
139,680,3,2,1,2005,32
140,760,3,2,0,2005,12
140,800,3,2,1,2005,21
142,335,3,2,0,2005,9
142,335,3,2,0,2005,9
142,585,3,2,0,2005,20
142,590,3,2,0,2005,20
142,780,2,2,1,2005,20
144,540,3,2,0,2005,27
144,700,3,2,1,2005,15
145,615,3,2,0,2005,17
145,615,3,2,0,2005,17
146,630,3,2,0,2005,9
146,630,3,2,0,2005,9
147,680,2,2,1,2005,30
148,255,3,2,0,2005,4
149,345,3,2,0,2005,28
149,345,3,2,0,2005,28
150,600,3,2,1,2005,9
150,640,3,2,1,2005,22
151,570,3,2,1,2005,10
152,740,3,2,0,2005,16
153,950,3,2,1,2005,22
154,380,3,2,1,2005,6
154,740,3,1,0,2005,15
154,860,4,2,0,2005,12
154,860,4,2,0,2005,12
155,444,3,2,1,2005,1
155,750,3,2,1,2005,15
155,850,3,2,0,2005,21
156,690,3,2,1,2005,29
156,690,3,2,1,2005,29
158,495,3,2,0,2005,3
158,690,3,2,0,2005,20
160,415,4,2,1,2005,19
160,415,4,2,1,2005,19
160,598,3,2,1,2005,16
161,800,3,2,0,2005,15
164,395,3,2,1,2005,9
164,395,3,2,1,2005,9
165,600,3,2,0,2005,22
166,850,3,1,1,2005,19
166,850,3,1,1,2005,19
166,850,3,1,1,2005,19
166,1220,3,2,1,2005,15
166,1220,3,2,1,2005,15
168,265,4,2,0,2005,7
168,265,4,2,0,2005,7
168,890,4,2,0,2005,9
169,630,3,1,1,2005,20
169,630,3,1,1,2005,20
169,660,4,2,1,2005,11
169,660,4,2,1,2005,11
171,295,3,1,0,2005,7
172,480,3,1,1,2005,20
173,460,3,2,0,2005,20
173,460,3,2,0,2005,20
173,460,3,2,0,2005,20
178,600,4,2,0,2005,7
178,600,4,2,0,2005,7
178,600,4,2,0,2005,7
178,600,4,2,0,2005,7
179,420,3,2,1,2005,5
179,420,3,2,1,2005,5
180,360,4,2,0,2005,7
180,360,4,2,0,2005,7
180,1360,3,2,1,2005,10
182,460,4,2,0,2005,3
182,460,4,2,0,2005,3
182,515,3,2,0,2005,3
182,515,3,2,0,2005,3
183,578,3,2,0,2005,4
183,578,3,2,0,2005,4
183,578,3,2,0,2005,4
183,730,3,2,1,2005,4
183,730,3,2,1,2005,4
184,800,3,2,1,2005,4
184,800,3,2,1,2005,4
185,580,4,2,0,2005,5
185,580,4,2,0,2005,5
186,355,3,2,1,2005,6
186,355,3,2,1,2005,6
187,270,2,1,1,2005,7
189,440,4,2,0,2005,7
193,1100,4,2,1,2005,19
193,1100,4,2,1,2005,19
194,460,5,3,1,2005,6
196,530,4,2,0,2005,5
196,530,4,2,0,2005,5
196,530,4,2,0,2005,5
197,790,3,2,1,2005,29
197,790,3,2,1,2005,29
198,380,3,2,0,2005,7
198,380,3,2,0,2005,7
198,790,3,2,1,2005,29
205,980,3,2,1,2005,24
206,455,1,0,0,2005,30
206,455,1,0,0,2005,30
215,550,3,2,1,2005,5
215,550,3,2,1,2005,5
215,550,3,2,1,2005,5
215,550,3,2,1,2005,5
215,550,3,2,1,2005,5
225,1150,3,2,0,2005,31
230,1230,3,2,1,2005,12
230,1230,3,2,1,2005,12
231,680,3,2,1,2005,3
249,340,3,1,0,2005,7
249,340,3,1,0,2005,7
253,545,4,3,0,2005,11
253,545,4,3,0,2005,11
263,345,3,1,0,2005,7
263,2700,5,1,0,2005,1
277,980,2,1,0,2005,28
286,2500,4,2,1,2005,14
288,820,1,0,0,2005,19
288,820,1,0,0,2005,19
313,1300,5,3,0,2005,12
321,2000,5,3,1,2005,9
321,2000,5,3,1,2005,9
321,2000,5,3,1,2005,9
321,2000,5,3,1,2005,9
336,660,5,3,1,2005,3
360,1350,4,2,0,2005,5
37,105,1,1,1,2006,21
37,150,1,1,1,2006,6
37,150,1,1,1,2006,6
37,150,1,1,1,2006,6
39,107,1,0,0,2006,23
39,150,1,1,0,2006,13
39,150,1,1,0,2006,30
39,150,1,1,0,2006,30
42,225,1,1,0,2006,19
42,225,1,1,0,2006,19
42,225,1,1,0,2006,19
42,245,2,1,0,2006,4
43,110,1,0,0,2006,21
44,169,1,1,1,2006,30
44,169,1,1,1,2006,30
45,145,1,1,1,2006,25
46,93,1,1,1,2006,12
47,153,2,1,0,2006,16
47,170,1,0,1,2006,11
47,170,1,0,1,2006,11
47,170,1,0,1,2006,11
48,150,1,0,1,2006,26
48,160,1,1,0,2006,23
48,200,1,0,1,2006,18
48,200,1,0,1,2006,18
51,150,1,1,0,2006,13
51,150,1,1,0,2006,13
52,176,1,1,0,2006,11
52,176,1,1,0,2006,11
55,108,1,1,0,2006,12
55,108,1,1,0,2006,12
56,220,1,1,1,2006,20
56,230,1,1,1,2006,20
56,230,1,1,1,2006,20
56,230,1,1,1,2006,20
56,245,1,1,0,2006,20
56,245,1,1,0,2006,20
57,145,1,1,1,2006,21
57,145,1,1,1,2006,21
58,186,1,1,1,2006,27
58,186,1,1,1,2006,27
58,188,1,0,0,2006,24
59,245,1,1,0,2006,18
60,160,1,1,0,2006,23
60,170,1,1,0,2006,14
60,248,1,0,0,2006,26
60,270,1,0,0,2006,25
60,270,1,0,0,2006,25
61,128,1,1,0,2006,6
61,128,1,1,0,2006,6
61,158,1,1,0,2006,19
61,158,1,1,0,2006,19
61,190,1,1,0,2006,24
61,285,1,1,1,2006,19
61,285,1,1,1,2006,19
61,295,1,2,1,2006,18
61,295,1,2,1,2006,18
62,195,1,0,0,2006,23
62,195,1,0,0,2006,23
62,274,1,0,1,2006,18
62,274,1,0,1,2006,18
62,299,1,1,1,2006,19
62,299,1,1,1,2006,19
63,190,1,0,0,2006,24
63,190,1,0,0,2006,24
64,245,1,0,1,2006,19
64,265,1,1,1,2006,27
65,235,1,1,0,2006,16
65,235,1,1,0,2006,16
65,249,1,2,1,2006,18
65,249,1,2,1,2006,18
65,260,1,1,1,2006,19
67,130,1,1,1,2006,6
67,130,1,1,1,2006,6
67,178,1,1,0,2006,28
67,178,1,1,0,2006,28
67,190,1,1,0,2006,11
69,200,1,0,0,2006,12
69,200,1,0,0,2006,12
69,200,1,0,0,2006,12
69,257,1,1,1,2006,28
69,257,1,1,1,2006,28
69,257,1,1,1,2006,28
70,165,2,1,0,2006,11
70,165,2,1,0,2006,11
72,200,2,1,1,2006,11
74,272,1,1,0,2006,9
75,290,2,1,1,2006,27
75,290,2,1,1,2006,27
77,455,1,1,1,2006,14
80,206,2,1,0,2006,23
80,230,2,1,1,2006,21
81,195,2,1,1,2006,19
81,195,2,1,1,2006,19
81,195,2,1,1,2006,19
82,150,2,1,0,2006,6
82,300,2,1,0,2006,9
82,300,2,1,0,2006,9
83,315,2,2,0,2006,11
84,290,2,1,0,2006,24
84,290,2,1,0,2006,24
84,290,2,1,0,2006,24
84,290,2,1,0,2006,24
84,500,2,2,1,2006,6
85,268,2,1,0,2006,1
86,258,2,1,0,2006,16
87,170,1,1,1,2006,2
87,170,1,1,1,2006,2
88,300,2,2,1,2006,28
89,175,2,1,1,2006,6
89,210,2,1,1,2006,16
89,210,2,1,1,2006,16
89,230,2,1,1,2006,16
90,178,2,1,1,2006,5
90,178,2,1,1,2006,5
90,315,2,1,1,2006,20
90,315,2,1,1,2006,20
90,315,2,1,1,2006,20
90,320,2,2,0,2006,6
91,229,2,2,1,2006,11
91,260,2,1,0,2006,26
91,330,2,1,1,2006,11
91,330,2,2,0,2006,27
91,350,2,1,0,2006,6
91,530,2,1,1,2006,18
91,530,2,1,1,2006,18
93,220,2,1,1,2006,15
93,220,2,1,1,2006,15
93,220,2,1,1,2006,15
93,270,1,0,1,2006,23
93,270,2,2,1,2006,18
93,286,2,2,1,2006,18
93,286,2,2,1,2006,18
93,290,2,1,1,2006,17
93,290,2,1,1,2006,17
93,300,2,1,0,2006,12
93,300,2,1,0,2006,12
93,300,2,1,0,2006,12
93,320,3,2,0,2006,8
93,330,2,1,0,2006,11
93,330,2,1,0,2006,11
94,205,2,2,1,2006,8
94,205,2,2,1,2006,8
94,210,2,2,1,2006,11
94,248,2,1,1,2006,9
94,250,2,1,1,2006,6
94,275,2,1,0,2006,6
94,390,2,2,1,2006,26
95,238,2,1,0,2006,9
96,210,2,2,1,2006,8
96,210,2,2,1,2006,8
96,370,2,2,1,2006,27
96,370,2,2,1,2006,27
96,370,2,2,1,2006,27
97,245,2,1,1,2006,6
97,258,2,1,1,2006,26
97,258,2,1,1,2006,26
97,420,2,2,1,2006,9
98,220,2,1,1,2006,7
98,220,2,1,1,2006,7
98,245,2,2,1,2006,9
98,245,2,2,1,2006,9
98,245,2,2,1,2006,9
100,410,2,2,0,2006,26
102,315,2,1,0,2006,21
103,280,2,1,1,2006,22
103,280,2,1,1,2006,22
103,340,2,1,1,2006,9
103,340,2,1,1,2006,9
104,230,2,2,0,2006,7
104,230,2,2,0,2006,7
105,240,2,1,0,2006,7
105,240,2,1,0,2006,7
105,260,2,1,1,2006,6
106,216,2,2,1,2006,11
106,216,2,2,1,2006,11
106,216,2,2,1,2006,11
106,388,3,1,1,2006,13
106,388,3,1,1,2006,13
107,710,3,1,1,2006,21
108,320,3,1,0,2006,10
108,325,3,1,1,2006,10
108,350,2,1,0,2006,24
108,585,2,2,1,2006,18
108,585,2,2,1,2006,18
108,700,2,2,1,2006,13
108,700,2,2,1,2006,13
109,200,2,1,1,2006,7
109,200,2,1,1,2006,7
109,200,2,1,1,2006,7
109,200,2,1,1,2006,7
109,215,2,1,0,2006,6
109,570,2,1,1,2006,21
109,570,2,1,1,2006,21
109,570,2,1,1,2006,21
110,220,2,2,1,2006,6
110,325,2,2,0,2006,22
110,325,2,2,0,2006,22
110,365,2,1,1,2006,13
111,400,2,2,0,2006,16
112,390,3,2,0,2006,11
112,470,2,1,0,2006,11
113,248,2,1,0,2006,20
113,305,3,2,1,2006,18
113,305,3,2,1,2006,18
113,320,3,2,1,2006,18
114,400,2,1,0,2006,21
114,400,2,2,0,2006,26
114,495,3,1,0,2006,20
116,260,2,1,1,2006,11
116,348,3,1,1,2006,28
116,435,2,2,1,2006,26
116,435,2,2,1,2006,26
116,450,2,2,0,2006,5
116,575,2,1,1,2006,23
116,575,2,1,1,2006,23
116,590,2,2,1,2006,15
116,850,2,2,1,2006,18
116,850,2,2,1,2006,18
117,250,3,1,0,2006,6
117,405,2,2,1,2006,27
118,270,3,1,1,2006,6
118,305,3,1,1,2006,6
118,305,3,1,1,2006,6
118,318,3,1,1,2006,6
118,318,3,1,1,2006,6
118,330,3,2,1,2006,12
118,450,2,2,0,2006,9
119,320,3,2,0,2006,6
119,320,3,2,0,2006,6
119,408,2,1,1,2006,9
119,408,2,1,1,2006,9
120,335,3,2,0,2006,6
120,335,3,2,0,2006,6
120,520,2,2,1,2006,15
122,253,3,2,0,2006,10
122,253,3,2,0,2006,10
122,260,3,2,1,2006,8
122,360,3,2,0,2006,15
122,540,3,2,0,2006,12
122,540,3,2,0,2006,12
123,266,3,2,1,2006,6
124,255,3,2,1,2006,6
124,299,3,2,1,2006,6
124,299,3,2,1,2006,6
124,340,3,1,1,2006,6
125,242,3,2,1,2006,6
125,295,3,1,1,2006,6
125,295,3,1,1,2006,6
125,320,3,2,1,2006,6
125,320,3,2,1,2006,6
125,338,3,2,1,2006,6
125,468,3,2,0,2006,21
125,468,3,2,0,2006,21
125,480,3,2,0,2006,21
125,480,3,2,0,2006,21
126,473,3,1,0,2006,12
126,520,3,2,0,2006,12
127,310,3,2,0,2006,10
127,310,3,2,0,2006,10
127,330,3,2,1,2006,5
127,440,3,1,0,2006,21
128,520,3,2,1,2006,9
128,520,3,2,1,2006,9
128,520,3,2,1,2006,9
129,335,3,2,0,2006,18
129,498,3,2,1,2006,27
129,655,3,2,1,2006,18
130,245,3,2,0,2006,18
130,245,3,2,0,2006,18
130,245,3,2,0,2006,18
130,450,4,1,1,2006,9
131,830,3,2,1,2006,7
133,620,2,1,0,2006,9
135,550,3,2,0,2006,18
135,550,3,2,0,2006,18
135,650,3,2,0,2006,20
136,530,3,1,1,2006,28
136,530,3,1,1,2006,28
137,700,3,2,1,2006,4
137,700,3,2,1,2006,4
137,810,2,2,1,2006,21
139,500,3,2,1,2006,27
139,500,3,2,1,2006,27
139,730,3,2,1,2006,15
139,730,3,2,1,2006,15
141,380,3,2,0,2006,28
143,455,3,2,0,2006,11
144,540,3,2,1,2006,10
144,540,3,2,1,2006,10
147,650,3,2,0,2006,6
147,700,3,2,1,2006,21
148,349,3,2,0,2006,20
148,355,3,1,0,2006,20
148,360,3,2,1,2006,11
149,700,3,2,0,2006,11
149,900,3,2,1,2006,7
150,900,3,2,1,2006,8
151,580,3,2,1,2006,11
152,265,3,2,0,2006,6
153,350,3,1,0,2006,11
155,360,3,2,0,2006,20
155,373,3,2,0,2006,20
155,373,3,2,0,2006,20
155,385,3,2,0,2006,20
155,385,3,2,0,2006,20
158,358,3,2,1,2006,16
158,358,3,2,1,2006,16
158,660,3,2,1,2006,13
160,700,3,2,1,2006,8
161,518,4,1,0,2006,25
161,518,4,1,0,2006,25
161,518,4,1,0,2006,25
161,518,4,1,0,2006,25
164,850,3,2,1,2006,15
168,420,3,2,1,2006,11
168,420,3,2,1,2006,11
168,420,3,2,1,2006,11
171,790,3,2,0,2006,18
174,650,4,2,0,2006,16
186,950,4,2,1,2006,13
192,750,4,2,1,2006,4
193,680,4,2,0,2006,9
193,680,4,2,0,2006,9
196,1050,3,2,0,2006,9
196,1050,3,2,0,2006,9
204,430,3,2,1,2006,11
204,430,3,2,1,2006,11
220,800,4,2,1,2006,3
236,430,4,2,1,2006,5
236,430,4,2,1,2006,5
238,1100,4,2,1,2006,4
240,1290,4,2,0,2006,9
243,960,4,2,0,2006,18
262,1250,5,2,1,2006,11
262,1250,5,2,1,2006,11
263,1750,4,2,0,2006,12
263,1750,4,2,0,2006,12
263,1750,4,2,0,2006,12
275,3200,4,2,1,2006,6
350,780,4,1,0,2006,3
28,75,1,1,0,2007,17
28,75,1,1,0,2007,17
37,99,1,0,0,2007,21
37,99,1,0,0,2007,21
37,99,1,0,0,2007,21
39,110,1,0,0,2007,12
41,120,1,1,0,2007,26
41,120,1,1,0,2007,26
43,165,1,0,0,2007,19
45,90,1,1,0,2007,1
48,169,1,1,0,2007,5
48,215,1,0,0,2007,27
48,225,1,1,0,2007,25
48,225,1,1,0,2007,25
48,225,1,1,0,2007,25
48,240,1,0,0,2007,18
51,175,1,0,0,2007,19
51,175,1,1,0,2007,16
51,175,1,1,0,2007,16
51,175,1,1,0,2007,16
51,175,1,1,0,2007,16
51,175,1,1,0,2007,16
51,175,1,1,0,2007,16
53,130,1,0,1,2007,14
53,130,1,0,1,2007,14
53,130,1,0,1,2007,14
54,110,1,1,0,2007,17
55,140,1,1,0,2007,24
56,142,1,1,0,2007,21
56,142,1,1,0,2007,21
56,150,1,1,1,2007,21
56,150,1,1,1,2007,21
56,150,1,1,1,2007,21
56,159,1,1,1,2007,26
57,147,1,1,0,2007,18
57,147,1,1,0,2007,18
57,147,1,1,0,2007,18
57,147,1,1,0,2007,18
57,150,1,1,1,2007,21
57,150,1,1,1,2007,21
58,175,1,1,1,2007,21
59,153,1,1,1,2007,18
59,225,1,1,0,2007,17
60,160,1,0,0,2007,19
60,160,1,0,0,2007,19
60,170,1,1,1,2007,19
60,300,1,1,1,2007,25
62,180,1,2,0,2007,28
62,340,1,2,1,2007,22
63,184,2,1,0,2007,11
63,184,2,1,0,2007,11
63,200,1,1,0,2007,21
63,245,1,1,1,2007,19
64,128,1,1,1,2007,6
65,176,1,0,1,2007,19
65,220,1,1,1,2007,27
65,225,1,1,1,2007,18
67,188,1,2,0,2007,28
67,200,1,1,1,2007,21
67,200,1,1,1,2007,21
69,300,1,2,1,2007,24
69,300,1,2,1,2007,24
69,305,2,1,1,2007,9
72,140,2,1,1,2007,6
72,320,1,1,1,2007,18
73,229,2,1,1,2007,20
73,260,2,1,1,2007,10
75,218,1,1,1,2007,14
75,340,3,1,1,2007,29
75,340,3,1,1,2007,29
76,185,2,1,1,2007,8
77,450,2,1,1,2007,11
77,450,2,1,1,2007,11
78,285,1,2,1,2007,9
78,285,1,2,1,2007,9
80,320,2,1,0,2007,12
80,320,2,1,0,2007,12
81,205,2,1,1,2007,21
81,225,2,1,1,2007,21
82,205,2,2,0,2007,15
82,205,2,2,0,2007,15
82,208,2,1,1,2007,21
82,208,2,1,1,2007,21
83,186,2,1,1,2007,27
83,186,2,1,1,2007,27
84,230,2,1,0,2007,18
84,230,2,1,0,2007,18
84,230,2,1,0,2007,18
84,238,2,1,0,2007,27
84,238,2,1,0,2007,27
84,238,2,1,1,2007,16
84,335,2,1,1,2007,19
85,155,2,2,1,2007,17
85,155,2,2,1,2007,17
85,220,2,1,1,2007,18
85,235,2,1,0,2007,0
86,295,2,1,0,2007,8
88,235,2,1,0,2007,18
88,245,2,2,1,2007,18
88,245,2,2,1,2007,18
88,415,2,2,0,2007,6
89,294,2,2,0,2007,18
89,294,2,2,0,2007,18
89,310,2,1,0,2007,6
89,360,2,1,1,2007,10
90,235,2,1,0,2007,6
90,235,2,1,0,2007,6
90,260,2,2,1,2007,10
90,300,2,1,1,2007,18
91,260,2,1,0,2007,7
91,345,2,1,1,2007,27
91,370,2,2,1,2007,6
91,400,2,2,1,2007,6
91,400,2,2,1,2007,6
92,270,2,2,0,2007,15
92,310,1,1,0,2007,19
92,320,2,2,1,2007,19
92,320,3,2,0,2007,6
92,355,2,1,1,2007,9
92,355,2,1,1,2007,9
92,600,2,1,1,2007,22
92,600,2,1,1,2007,22
93,205,2,1,0,2007,22
93,285,2,2,0,2007,26
93,285,2,2,0,2007,26
93,308,2,2,0,2007,26
93,308,2,2,0,2007,26
93,309,2,2,1,2007,27
93,309,2,2,1,2007,27
93,309,2,2,1,2007,27
93,310,4,2,1,2007,18
93,350,2,1,1,2007,14
93,350,2,1,1,2007,14
94,218,2,2,0,2007,13
94,218,2,2,0,2007,13
94,220,3,1,1,2007,18
94,220,3,1,1,2007,18
94,252,2,2,0,2007,28
94,260,2,1,0,2007,22
94,260,2,1,0,2007,22
94,275,2,2,0,2007,28
94,280,2,1,0,2007,27
94,340,2,2,1,2007,18
94,340,2,2,1,2007,18
94,340,2,2,1,2007,18
94,340,2,2,1,2007,18
94,459,2,2,0,2007,18
94,530,2,1,1,2007,18
94,530,2,1,1,2007,18
95,230,2,1,1,2007,18
97,330,2,1,0,2007,17
97,420,2,1,1,2007,22
97,420,2,1,1,2007,22
98,349,2,2,1,2007,19
98,350,2,2,1,2007,19
99,240,2,1,1,2007,20
